0	55.3756	1.4869	44.1555	1.2911	9.9736	5.2017	
1	34.6843	0.9742	39.8635	1.2053	3.1262	3.4711	
2	27.3230	0.7794	26.1373	0.7660	1.8946	1.7207	
3	23.0742	0.6653	23.3188	0.7091	1.4798	1.4537	
4	20.5191	0.5947	22.3892	0.6614	1.0910	1.2263	
5	18.8651	0.5444	24.6143	0.7608	0.9171	1.4933	
6	17.4269	0.5013	19.6499	0.5928	0.7992	0.8801	
7	16.2832	0.4710	21.2025	0.6534	0.7525	0.8208	
8	15.5163	0.4477	18.7599	0.5739	0.6554	0.8900	
9	14.7115	0.4257	20.2136	0.6433	0.5635	1.3548	
10	14.2543	0.4087	19.1258	0.5604	0.5215	0.7812	
11	13.5066	0.3916	17.1677	0.5199	0.5007	0.7714	
12	13.1130	0.3787	15.6151	0.4740	0.5175	0.7021	
13	12.6275	0.3632	14.0328	0.4252	0.4376	0.5637	
14	12.3885	0.3557	17.2567	0.5016	0.4056	0.6626	
15	12.1072	0.3480	16.0008	0.4867	0.4156	0.7318	
16	11.5225	0.3370	15.5360	0.4772	0.3976	0.6725	
17	11.4410	0.3297	17.4150	0.5494	0.3477	1.0285	
18	11.0218	0.3161	14.8932	0.4667	0.3617	0.9296	
19	10.7541	0.3082	15.2097	0.4710	0.3057	0.8307	
20	10.5926	0.3074	16.3172	0.5146	0.3537	1.0384	
21	10.1427	0.2923	17.7512	0.5598	0.2558	0.7911	
22	10.1762	0.2973	14.2009	0.4425	0.3169	0.5637	
23	10.0164	0.2895	15.5360	0.4709	0.2837	0.6824	
24	9.7071	0.2811	14.2603	0.4381	0.2677	0.4945	
25	9.8286	0.2837	17.1479	0.5610	0.2538	0.7318	
26	9.4829	0.2727	17.7215	0.5689	0.2478	0.6824	
27	9.3630	0.2710	13.4494	0.4242	0.2518	0.6626	
28	9.2667	0.2666	16.3964	0.5673	0.2318	1.0087	
29	9.2755	0.2663	16.4953	0.5537	0.2318	0.6824	
30	9.3786	0.2653	15.5360	0.5167	0.2118	0.6527	
31	8.6909	0.2506	13.7955	0.4314	0.1890	0.4846	
32	8.9342	0.2560	13.5581	0.4285	0.1918	0.4846	
33	8.5810	0.2488	13.6373	0.4343	0.1818	0.5736	
34	8.5997	0.2471	12.5494	0.3868	0.1778	0.3956	
35	8.2653	0.2391	14.0526	0.4493	0.1650	0.5736	
36	8.2908	0.2408	14.8833	0.4875	0.1798	0.5439	
37	8.2445	0.2348	13.7856	0.4553	0.1978	0.8208	
38	8.3076	0.2339	13.6175	0.4334	0.1559	0.5142	
39	7.9016	0.2280	13.9933	0.4465	0.1618	0.7911	
40	7.8968	0.2279	13.2615	0.4317	0.1339	0.4252	
41	7.8641	0.2267	12.4506	0.3968	0.1539	0.4747	
42	7.9064	0.2279	12.7077	0.4101	0.1678	0.4252	
43	7.6499	0.2190	13.6570	0.4431	0.1179	0.6230	
44	7.7398	0.2227	12.2429	0.3813	0.1479	0.3857	
45	7.6523	0.2206	16.5941	0.5870	0.1499	0.7021	
46	7.5104	0.2150	12.6879	0.4333	0.1359	0.5538	
47	7.5464	0.2146	12.3121	0.4041	0.1459	0.4846	
48	7.3733	0.2119	12.9747	0.4119	0.1519	0.5142	
49	7.2978	0.2110	13.7559	0.4557	0.1319	0.5439	
50	7.3553	0.2088	11.2836	0.3714	0.1379	0.4846	
51	7.3218	0.2073	14.0032	0.4471	0.1099	0.4747	
52	7.1535	0.2062	13.1329	0.4189	0.1299	0.5241	
53	7.0580	0.2037	12.7967	0.4154	0.1299	0.6131	
54	7.2339	0.2050	11.6891	0.3806	0.1031	0.5340	
55	7.0452	0.2014	15.4272	0.5443	0.1019	0.6824	
56	6.9353	0.2003	14.5273	0.5242	0.1219	0.7911	
57	7.0364	0.2012	13.5680	0.4622	0.1319	0.6230	
58	6.9098	0.1981	12.0451	0.3951	0.1019	0.4252	
59	6.7012	0.1942	13.7757	0.4987	0.1199	0.5736	
60	6.9857	0.1997	13.1527	0.4332	0.1159	0.4648	
61	6.5853	0.1917	12.7275	0.4146	0.0979	0.5736	
62	6.8666	0.1933	12.4802	0.4141	0.0891	0.3956	
63	6.9981	0.1963	14.9822	0.5035	0.0879	0.5538	
64	6.6584	0.1906	13.7362	0.4469	0.0959	0.6329	
65	6.5066	0.1868	12.8461	0.4377	0.0899	0.5934	
66	6.7903	0.1914	12.5692	0.4044	0.0979	0.4351	
67	6.6137	0.1872	12.1638	0.3881	0.1039	0.3956	
68	6.5201	0.1849	15.0613	0.5155	0.1199	0.5835	
69	6.5058	0.1878	12.2824	0.4109	0.0759	0.4450	
70	6.4582	0.1833	15.2097	0.5491	0.1139	0.5439	
71	6.4818	0.1868	11.8869	0.4040	0.0799	0.3165	
72	6.3755	0.1828	11.6792	0.3869	0.0651	0.3659	
73	6.1773	0.1774	11.3133	0.3770	0.0859	0.4055	
74	6.3095	0.1805	11.9165	0.3895	0.0879	0.4055	
75	6.3231	0.1775	11.9066	0.4105	0.0899	0.5835	
76	6.1929	0.1767	12.6879	0.4244	0.0999	0.4747	
77	6.3451	0.1813	12.2923	0.4115	0.0799	0.4252	
78	6.2696	0.1812	14.0427	0.4596	0.1039	0.5044	
79	6.1553	0.1776	12.5000	0.4292	0.0819	0.3659	
80	6.0734	0.1757	14.6756	0.5109	0.0799	0.7615	
81	6.4266	0.1827	12.8165	0.4269	0.0899	0.4153	
82	5.9699	0.1730	11.1650	0.3606	0.0819	0.3857	
83	6.2508	0.1774	13.4691	0.4730	0.1039	0.9790	
84	6.0622	0.1763	12.6286	0.4221	0.0619	0.3659	
85	5.9851	0.1711	12.4011	0.4415	0.0719	0.5142	
86	6.2420	0.1780	13.3604	0.4566	0.0739	0.4945	
87	5.9367	0.1695	13.9339	0.5098	0.0520	0.7021	
88	6.1321	0.1737	11.2540	0.3993	0.0819	0.2967	
89	6.0494	0.1728	12.1440	0.3923	0.0699	0.3263	
90	5.8420	0.1682	11.8078	0.3953	0.0859	0.3956	
91	5.8919	0.1694	12.7670	0.4381	0.0679	0.4549	
92	5.9159	0.1683	11.9264	0.4385	0.0799	0.5934	
93	5.9771	0.1719	13.4296	0.4589	0.0799	0.6329	
94	6.0182	0.1699	12.9945	0.4719	0.0859	0.5736	
95	5.8624	0.1672	10.9078	0.3673	0.0839	0.4252	
96	5.8496	0.1694	11.3924	0.3780	0.0659	0.3857	
97	5.8500	0.1661	12.8362	0.4627	0.0719	0.4648	
98	5.7501	0.1628	12.0550	0.4058	0.0579	0.4846	
99	5.9111	0.1684	15.3975	0.5773	0.0611	0.7120	
100	5.8392	0.1694	12.2132	0.4129	0.0899	0.4450	
101	5.8272	0.1663	14.1218	0.5216	0.0831	0.7417	
102	5.6586	0.1601	13.0934	0.4506	0.0699	0.4846	
103	5.8552	0.1691	11.7979	0.4014	0.0779	0.5439	
104	5.9639	0.1680	10.6903	0.3590	0.0639	0.3165	
105	5.5283	0.1592	12.1835	0.4396	0.0500	0.4747	
106	5.9711	0.1695	11.9264	0.4294	0.0779	0.3956	
107	5.4771	0.1581	10.1266	0.3380	0.0719	0.3066	
108	5.5119	0.1562	13.3208	0.4829	0.0619	0.5538	
109	5.7281	0.1667	13.4098	0.4612	0.0599	0.6131	
110	5.4384	0.1569	13.1824	0.4630	0.0619	0.4648	
111	5.7097	0.1615	11.5704	0.3879	0.0619	0.4252	
112	5.5055	0.1575	11.7682	0.4000	0.0639	0.3066	
113	5.7725	0.1640	11.6199	0.4063	0.0731	0.4846	
114	5.3373	0.1536	12.8560	0.4411	0.0691	0.4055	
115	5.6518	0.1601	11.8473	0.4112	0.0639	0.4252	
116	5.6058	0.1576	12.4604	0.4397	0.0539	0.4252	
117	5.6190	0.1611	12.9945	0.4507	0.0611	0.4153	
118	5.4883	0.1560	12.3121	0.4244	0.0500	0.4846	
119	5.6182	0.1597	11.6001	0.3931	0.0699	0.2670	
120	5.4452	0.1580	12.3022	0.4381	0.0559	0.4846	
121	5.3904	0.1547	12.2923	0.4204	0.0659	0.5637	
122	5.4280	0.1563	14.3295	0.4958	0.0599	0.5044	
123	5.5119	0.1572	12.5198	0.4192	0.0440	0.3263	
124	5.4983	0.1575	13.2120	0.4850	0.0739	0.8010	
125	5.4076	0.1556	11.1551	0.3815	0.0639	0.3263	
126	5.4424	0.1553	14.0526	0.5342	0.0599	0.3857	
127	5.3553	0.1526	12.2033	0.4157	0.0639	0.3560	
128	5.4532	0.1548	12.0945	0.4247	0.0599	0.3659	
129	5.3293	0.1533	11.0957	0.3832	0.0599	0.4648	
130	5.6390	0.1592	13.7065	0.4474	0.0619	0.3560	
131	5.0887	0.1466	11.6990	0.4002	0.0280	0.3857	
132	5.4791	0.1549	12.2627	0.4133	0.0520	0.4153	
133	5.1938	0.1477	11.6297	0.3842	0.0480	0.2967	
134	5.1654	0.1485	9.8695	0.3244	0.0420	0.2571	
135	5.4827	0.1561	10.7793	0.3657	0.0559	0.3560	
136	5.1734	0.1475	12.5198	0.4417	0.0492	0.4450	
137	5.4452	0.1542	12.5989	0.4527	0.0579	0.4747	
138	5.1559	0.1481	10.6013	0.3663	0.0759	0.2967	
139	5.3145	0.1503	11.5210	0.4001	0.0432	0.4055	
