0	56.1541	1.5079	48.1013	1.5671	10.2362	6.6060	
1	34.4821	0.9800	31.2994	0.8969	3.3564	2.2844	
2	27.3777	0.7824	29.4798	0.8465	1.9745	1.9383	
3	23.3863	0.6716	23.2397	0.6968	1.4158	1.9581	
4	20.7069	0.5975	28.6689	0.8888	1.1129	1.4834	
5	18.9138	0.5464	20.3619	0.6116	0.9303	0.9988	
6	17.3937	0.5027	19.8279	0.5888	0.7685	0.9593	
7	16.6600	0.4749	17.0787	0.5179	0.7912	0.7120	
8	15.3908	0.4464	18.8983	0.5728	0.6793	0.8406	
9	14.7359	0.4282	17.8402	0.5500	0.5595	1.1669	
10	14.0129	0.4054	18.6808	0.6008	0.5419	1.1472	
11	13.4563	0.3893	15.7140	0.4789	0.5095	0.7417	
12	13.0243	0.3778	15.5854	0.4548	0.4815	0.7615	
13	12.6007	0.3681	17.8896	0.5696	0.4660	0.7021	
14	12.2458	0.3538	16.6634	0.5144	0.4368	0.7021	
15	11.8546	0.3403	15.0811	0.4511	0.3537	0.6428	
16	11.4410	0.3303	16.2282	0.5061	0.3537	1.0878	
17	11.2808	0.3233	14.9031	0.4479	0.3601	0.5736	
18	10.9347	0.3147	15.0415	0.4554	0.3117	0.6131	
19	10.8096	0.3105	15.5162	0.4770	0.3197	0.6329	
20	10.4468	0.2966	12.6187	0.3942	0.2370	0.3857	
21	10.2478	0.2936	15.1998	0.4890	0.2518	0.7318	
22	10.0807	0.2897	13.8548	0.4292	0.2370	0.6131	
23	9.8601	0.2831	21.9640	0.7590	0.2609	0.8010	
24	9.8110	0.2802	15.4866	0.4997	0.2729	0.6032	
25	9.3135	0.2681	17.1282	0.5515	0.2242	0.8010	
26	9.5312	0.2682	13.6373	0.4377	0.2178	0.4846	
27	9.2108	0.2638	13.5779	0.4092	0.2038	0.3857	
28	8.9774	0.2598	12.7373	0.4015	0.1918	0.4549	
29	8.8867	0.2529	14.6064	0.4637	0.1738	0.5241	
30	8.7884	0.2521	12.7571	0.3917	0.2038	0.4252	
31	8.6121	0.2474	13.7757	0.4528	0.2038	0.7120	
32	8.4743	0.2447	15.5558	0.5007	0.1499	0.5142	
33	8.4383	0.2420	14.2900	0.4788	0.1678	0.4055	
